conversation_id,customer_message,true_intent,true_escalate,notes,labeled_by,labeled_at
2646403,where is peek a boo @115888 ?????,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:35:14.906757+00:00
1355043,@SpotifyCares Why do my Discover Weekly no longer update Monday morning? Still on last week’s :(,feature_question,False,escalaye to human,aditya1325.raps@gmail.com,2026-09-11T10:35:55.062667+00:00
1081936,@115888 the lack of support available to your customers is astonishing.,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T10:37:09.771087+00:00
2919436,@115888 🖕🏼killin me rn,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:37:18.136799+00:00
1850795,@115888 love the service! Wanted 2 make a suggest 2 product team. Would be cool if im playing a song and I can search songs with same name,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T10:37:34.454195+00:00
1814561,"@SpotifyCares Hi, I'm noticing that none of The National or Grizzly Bear's tracks will play anymore. What gives?",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:37:48.274402+00:00
1787504,Yo @SpotifyCares it’s been like a month since I first applied for @382504 on the artist app. What’s happening?,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:38:01.861162+00:00
1481965,Why is my @115888 app stopping the music when I exit the app or lock my phone?,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:38:11.114751+00:00
2916681,@SpotifyCares I can’t remember my account email to log in to cancel premium,cancellation_retention,False,,aditya1325.raps@gmail.com,2026-09-11T10:38:25.581891+00:00
1310264,@SpotifyCares help,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:38:40.484543+00:00
2769141,@117153 Fui cobrado mas o Premium não funciona.,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T10:38:52.420422+00:00
2919383,@115888 🤬🤬🤬,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:38:58.654270+00:00
686629,@SpotifyCares how can I remove my student status? Unable to update payment details because my student status isn't verified (not a student),account_access,False,,aditya1325.raps@gmail.com,2026-09-11T10:39:14.565606+00:00
2387460,Hey @115888 how do I block/delete the “walk on water song” from this playlist https://t.co/PgceNfyi0E,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:39:28.302115+00:00
1239121,😬me and my bandmates' song titles have forever been in the format 321PHLOOB num+letters. Store reject policy is inconsistent. what's yours? https://t.co/zowsXVQPeO,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T10:39:42.060423+00:00
2544105,@147836 When will Spotify come to India?,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:39:56.028424+00:00
2095102,@125633 I know how to add a playlist to my profile but is it possible to create it as the artist and not as my personal account?,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:40:06.407851+00:00
1098079,"Security is important, @spotifycares. We'd like it if you supported two factor auth. https://t.co/dFe7f0NAmS #SupportTwoFactorAuth",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:40:19.997404+00:00
1096828,"Getting really tired with Spotify, 2 problem I'm having this week now they take 120$ from me and it's showing I didn't pay on their account.",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T10:40:35.446197+00:00
1259370,Hey @SpotifyCares. There's something wrong with dates on the app. Multiple 2017 albums I've looked at are showing as releasing in 2016? https://t.co/xYvOBIQz9M,other,False,dates issue,aditya1325.raps@gmail.com,2026-09-11T10:40:50.336392+00:00
1777414,"@115888 I know you guys like your ads, but this crosses the line by too far... https://t.co/a8ubXE2Kcx",other,False,ads are third party,aditya1325.raps@gmail.com,2026-09-11T10:41:03.003455+00:00
1797395,"@115888 @SpotifyCares Hey are you guys aware that the ""skip/pause/play"" chirp that you use is making people deaf???",other,False,not sure ,aditya1325.raps@gmail.com,2026-09-11T10:41:21.005543+00:00
2306617,@115888 can you please explain to me why High School Musical 2 is not on spotify????!,other,False,song doesnt exist; we dont have rights,aditya1325.raps@gmail.com,2026-09-11T10:41:41.486947+00:00
2560539,@SpotifyCares hey my 2 songs “Bol” and “War” are showing up as another Young Trouble’s songs how do I fix this so I have my own profile and it doesn’t appear to be his songs ?,other,True,Artists issue,aditya1325.raps@gmail.com,2026-09-11T10:42:00.436902+00:00
1093442,"@SpotifyCares Hello , I just invited someone to my family account and they keep getting an error 600",account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:42:10.048518+00:00
2442032,@SpotifyCares could you get involved with this please? Thinking of going to Apple Music otherwise. https://t.co/fTITdyHp6q cheers.,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:42:33.874890+00:00
1701219,"@117168 how is lemonade not on your platform??? It’s been more than a year, almost 2!!",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:42:40.581710+00:00
2871156,@115888 ARE YOU SERIOUS?!!? I pay £10 a month for continuous music and there’s a maximum in which you can download???? Raging doesn’t even cut it 🤬🤬 https://t.co/fFStCcLjLn,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:42:48.851303+00:00
2673472,@115888 does not give me permission to log in cause i deactivated Facebook account . WTF,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:43:01.680774+00:00
2841197,"@SpotifyCares My Spotify + Hulu bundle seems glitched. The Hulu account is connected, but it’s not actually letting me watch anything through the app. What exactly can I do to fix this?",feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T10:43:17.186121+00:00
965870,@115888 hi. I recently got a new phone and for some reason my premium account has ads now? Help would be appreciated.,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T10:43:25.121520+00:00
2081080,Thanks @115888 for dumping my saved music when I updated my iOS 🙄,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T10:43:32.920836+00:00
1778479,HELP :---( @115888 @SpotifyCares https://t.co/UfQ3KQCNPX,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:43:38.153839+00:00
2182146,@118266 hallo kak saya ingin mengajukan kerja sama dengan spotify indonesia untuk menjadi sponsor di event kami. kalau boleh tau bisa menghubungi kemana ya untuk mengajukan proposal? terimakasih,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:43:48.380366+00:00
2543088,"@SpotifyCares The option to watch an ad and get 30 mins of free music does not work, I usually get no more than 12-15 minutes before the next batch of ads start playing.",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:43:58.131816+00:00
1851706,Does anyone have the problem in @115888 where you click shuffle and it only shuffles 50 songs instead of every song? #HELP @SpotifyCares,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:44:12.299532+00:00
436596,@116130 why has my Spotify not worked all bloody day!! Ruined my commute to and from work in London today 😡,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:44:24.457519+00:00
603605,"@SpotifyCares hello! i am trying to make Alexa (echo dot) play music through spotify (i have premium family account). I get a response ""Your spotify account doesn't support streaming on this device"". any help? Thank you.",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:44:34.692604+00:00
1029040,My Spotify keeps pausing and stops and then I go to it and can't play my music without exiting the app and coming back. Help. @SpotifyCares,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:44:45.900178+00:00
2961990,Should I get spotify premium,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:44:51.617841+00:00
422545,"@SpotifyCares Hey. Spotify on MacOS, when I listen to a playlist with about 1000 songs the client starts to jump back to top after each song",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:45:01.982530+00:00
1542061,@SpotifyCares my Spotify account is  giving me errors via the PS4. Any reason? Fine on the phone.,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:45:09.851775+00:00
2832302,But why isn’t Please Don’t Go by @70971 available on @115948 or @115888,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:45:15.080401+00:00
963476,@SpotifyCares is there a place i can submit some quality of life ideas?,other,False,bot to reply with form/link for queries,aditya1325.raps@gmail.com,2026-09-11T10:45:40.921576+00:00
1950939,"@SpotifyCares hi, when I start my iMac, the Spotify app always lunch without asking, how can I stop that?",other,False,not our problem,aditya1325.raps@gmail.com,2026-09-11T10:45:55.481736+00:00
895225,"@SpotifyCares Someone is using my account. I’ve tried changing passwords etc, without success. I need help.",other,True,security issue-important,aditya1325.raps@gmail.com,2026-09-11T10:46:09.663850+00:00
1531529,"We've teamed up with the brilliant Mad About Bars.
This is @52741
https://t.co/QHnpFITrRi https://t.co/EWo86HHjSe",other,False,spam,aditya1325.raps@gmail.com,2026-09-11T10:46:16.552251+00:00
1760762,"@spotifycares I'm looking to obtain services from reliable, legitimate businesses. Also, good job choosing twitter, an irrelevant platform.",other,False,troll,aditya1325.raps@gmail.com,2026-09-11T10:46:26.998355+00:00
2975082,@115888 I can't log into my account and I need to cancel my account. All I have is my credit card number HELP!!!!,cancellation_retention,True,monetary issues are always escalated,aditya1325.raps@gmail.com,2026-09-11T10:46:45.490316+00:00
1939857,@SpotifyCares My Mum can’t remember the password to her account and the email address she used to sign in no longer exists what can she do?,account_access,True,important,aditya1325.raps@gmail.com,2026-09-11T10:47:04.156851+00:00
981113,@SpotifyCares please resolve this issue. https://t.co/X3e9dome9x,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:47:27.118990+00:00
1250597,Why is Here we go again - Trina ft Kelly rowland not on @115888 yet 🙄 gummmoonnn,other,False,licence issue,aditya1325.raps@gmail.com,2026-09-11T10:47:37.997114+00:00
2039350,@115888 their are 2 Killgxxd accounts. I️ need only one. Can you guys help me out?,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:47:48.754536+00:00
1269779,@SpotifyCares Hey I can't access my account since you tested out could you help me out?,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:47:58.900198+00:00
1992415,@SpotifyCares how does the family premium work? Do current premium members keep all their playlists etc? What qualifies as a eligible user?,other,False,bot to send them link of site,aditya1325.raps@gmail.com,2026-09-11T10:48:13.362071+00:00
552693,@SpotifyCares every time I search for an artist the app closes on me this is so annoying. Why is it doing this?,feature_question,False,fix bug,aditya1325.raps@gmail.com,2026-09-11T10:48:28.368762+00:00
1967467,iOS 11: A Rant By An iPhone 6S Owner (thread),other,False,not spotify related,aditya1325.raps@gmail.com,2026-09-11T10:48:40.509434+00:00
2560570,Speaking of where this go on @115888?? https://t.co/rk5JMEDcMh,other,False,not our issue,aditya1325.raps@gmail.com,2026-09-11T10:49:40.320279+00:00
1836890,"@115888 Hi all, I need support with my acount, how can I contact you?",account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:49:48.274695+00:00
426784,i wish there was a function to block an artist in @115888 so you avoid them popping up in your generated playlists and radios ..,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:49:54.965629+00:00
1109987,"@115888 wait, this is a joke, right? https://t.co/2EDXHHvMTE",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:50:15.040167+00:00
291455,"@SpotifyCares i payed for my sister’s spotify as a one time thing, and yall keep chargin me",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T10:50:25.013131+00:00
2210921,You guys gonna drop the charges from the payments that you wouldn’t accept from me no longer being a student anymore  @115888 ?????,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T10:50:36.596935+00:00
2373412,"@117153 I can't put my postal code in the payment page, u don't want my money?",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T10:50:45.038286+00:00
142168,@SpotifyCares is there a reason why my spotify quits playing when i get a notification,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:50:56.249533+00:00
2038899,Still can't log into @117153 Get it together.  @115888 goes down more than a [clever euphemism]. https://t.co/cih0urWSoo,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:51:09.560806+00:00
1220139,"@115888 please rename your Xbox One app to be ""Spotify"". Saying 'Spotify Music for Xbox One' to voice activate is so annoying. Thanks",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:51:22.141525+00:00
2412717,@115888  support for iPhone X??,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:51:27.927766+00:00
1879000,@SpotifyCares now the app doesn't even start!,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:51:41.516267+00:00
499262,"@SpotifyCares Hi! How do you suggest an edit for the concerts feature on Spotify? There's a concert in San Diego on December 5th that's missing the headliner, The Lumineers",other,False,bot to send them link,aditya1325.raps@gmail.com,2026-09-11T10:51:56.224170+00:00
2622891,Really sad that @115888 doesn’t recognize my school as a school for the student discount. #notchill,other,False,not our issue,aditya1325.raps@gmail.com,2026-09-11T10:52:05.215797+00:00
2605032,It would be amazing if someone could put the rest of @70969’s discography on @115888 @100800 🙏🙏🙏,other,False,suggestions,aditya1325.raps@gmail.com,2026-09-11T10:52:14.874455+00:00
649947,"@115888 i LOVE this look that appears in certain songs, you should apply it for every song https://t.co/YTa2mphfM9",other,False,suggestion,aditya1325.raps@gmail.com,2026-09-11T10:52:23.378030+00:00
575118,Can we have this music player for all songs rather than just a few? Pls @116130 @SpotifyCares https://t.co/bttrotG8bF,feature_question,False,suggestion,aditya1325.raps@gmail.com,2026-09-11T10:52:37.155016+00:00
2007803,@125633 thanks for following back. I'm verified on Facebook and Spotify can you help me get twitter verified ? Put in a word,other,False,"not our issue, mate",aditya1325.raps@gmail.com,2026-09-11T10:52:53.602777+00:00
2492559,@115888 is there an easy way to see only what you've downloaded to an iPhone? #lostintracks,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T10:53:03.765377+00:00
1681233,"@SpotifyCares hi, I want to change my username and I'm aware you can't. I have playlists and my student discount on this acc. What can I do?",account_access,True,,aditya1325.raps@gmail.com,2026-09-11T10:53:12.257252+00:00
2846504,@SpotifyCares hi Im trying to update my payment information but it’s not letting me because it only gives me the student option,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T10:53:19.057064+00:00
1198366,"@115888 @SpotifyCares  this is all I get, the music, playlist, whatever never loads. I'm on wifi now but 4g lte is the same. https://t.co/u5IBK4M9GV",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:53:33.283254+00:00
1117267,@SpotifyCares why can I find some albums searching in a browser but when I follow the link to the app theres nothing?,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T10:53:43.262727+00:00
2726068,@SpotifyCares hi! Please help me with my upgrade to premium. Thanks!,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:53:52.545195+00:00
1791313,@SpotifyCares It won't let me update my payment pls send help I need my music,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T10:54:00.183493+00:00
314795,@115888 where u at with Lay's album #LAY #LAY02SHEEP #HAPPYLAYDAY #SHEEP,other,False,,aditya1325.raps@gmail.com,2026-09-11T10:54:06.034477+00:00
1873028,@115888 i am having serious issues with familiar premium plan.,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T11:32:56.432124+00:00
1224526,If you were still gonna charge me anyway least stop playing the goddamn ads for the month @SpotifyCares,feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T11:33:08.541350+00:00
563520,@SpotifyCares I see this great offer but how do I switch my account to it? No link in the add promo. https://t.co/FxLVuTyqUA,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:33:25.053090+00:00
957244,@spotifycares I'm having the #spotiamb.0.2.1 problem. Have I been hacked? Could you help?,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:33:35.615019+00:00
597347,.@SpotifyCares hi there I can't connect to @137949 - not a good start when I've just renewed my premium subscription - please investigate,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:33:46.562315+00:00
130390,"@118266 min,kenapa saya tidak berhasil konfirmasi data diri ke premium for family padahal alamat sudah sy masukkan sama persis?",feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T11:33:55.499440+00:00
817717,@SpotifyCares Emailed your support cause my email changed unwillingly. I was wondering how long it takes to respond? My card infos on there,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:35:41.546177+00:00
860237,@SpotifyCares how can I get my episodes on @115888 ?,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:35:48.105237+00:00
2190893,When will Spotify get updated and fixed for iOS especially to fit the iPhone X screen @SpotifyCares,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:35:58.241686+00:00
2639828,@SpotifyCares why ties my music keep randomly shutting off. And shutting off when I️ open apps?,playback_bug,False,,aditya1325.raps@gmail.com,2026-09-11T11:36:06.965665+00:00
508812,@SpotifyCares @1398 does the quicksilver discount apply to the annual subscription? https://t.co/7NnScKBKxY,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:36:14.143095+00:00
2024875,hey @125633 ... logged in but can't do much https://t.co/9hyepYkd0b,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:36:20.182878+00:00
1553415,"@SpotifyCares may I know why I can't play this song, but I've already downloaded it. https://t.co/bfdflu11Si https://t.co/ALDPwF0sq2",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:36:26.256421+00:00
203132,@SpotifyCares sorry to report that a just have radio silence. I am using WIFI. Just getting silence. Please advise,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:36:32.513782+00:00
1983444,@spotifycares you were supposed to cancel my subscription yet you are still charging my account! No phone number to call DM immediately,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:36:38.211958+00:00
1741155,"@SpotifyCares all saved songs gave disappeared from my app, maybe from update? Samsung s7",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:36:47.701563+00:00
2754906,@115888 customer support is terrible,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:36:55.761985+00:00
1839858,@115888 who do I need to contact I’m not finding my name under artist search,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:37:06.105825+00:00
899914,@SpotifyCares Keeps saying cant play current song then does and keeps sticking when making playlists. Pretty anoying ?,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:38:00.436786+00:00
2782156,"@SpotifyCares can you please please please get Spotify to be available in UAE 🇦🇪, I beg you pleaaaaaase 😭😭😭😭",other,False,,aditya1325.raps@gmail.com,2026-09-11T11:38:05.578112+00:00
2665929,@SpotifyCares I made a spotify account through facebook and when I updated my email on facebook it didn't change on spotify and now I'm trying to deactivate the spotify account but I have no access to the email  lol help,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:38:14.036370+00:00
1200377,"It's skipping at the end. This track is broken @SpotifyCares monochrome by Ayumi Hamasaki
https://t.co/U89YOivS8J",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:38:19.936983+00:00
